name,developer,location,min_price,max_price,avg_price,min_area,max_area,avg_area,min_bedrooms,max_bedrooms,delivery_year,project_url,unit_count,price_range
EELAF,ERG,New Cairo,5764484,17345234,10275531.215686277,84,230,146.47058823529412,1,4,2025.0,https://www.propertyhub.site/properties/projects/y5zs9ze9w9laph35bsuh?page=1,51,"5,764,484 - 17,345,234"
Hacienda Blue,Palm Hills,North Coast,19627000,67012000,24252495.327102803,5,278,35.06542056074766,1,7,2025.0,https://www.propertyhub.site/properties/projects/y8hd010u535c0t9lghm5?page=1,107,"19,627,000 - 67,012,000"
Nmq,Melee Developments,6th Of October,8734163,32509000,21479797.42857143,77,295,194.3265306122449,1,5,2025.0,https://www.propertyhub.site/properties/projects/y9aeu8tllrqfrady0t0a?page=1,49,"8,734,163 - 32,509,000"
Yaru,Qontrac,New Capital,5499000,18965917,9681114.1,2,227,119.4,2,3,2025.0,https://www.propertyhub.site/properties/projects/yaru_new_capital?page=1,10,"5,499,000 - 18,965,917"
Serenity,معمار الاشراف,Elobour City,3081420,6740606,5400353.714285715,120,180,165.64285714285714,2,3,2025.0,https://www.propertyhub.site/properties/projects/ylroi7fd1q6sjifgeoj4?page=1,28,"3,081,420 - 6,740,606"
Elysium,Line,Sheikh Zayed City,4165800,9287000,7465800.0,79,195,129.28571428571428,1,4,2025.0,https://www.propertyhub.site/properties/projects/yu2ggofxmpfrvtozrmep?page=1,7,"4,165,800 - 9,287,000"
Yellow,Urbnlanes,New Cairo,6542000,15715728,11475488.8,70,140,96.2,0,2,2025.0,https://www.propertyhub.site/properties/projects/yuwi2twd326rswxr3msa?page=1,5,"6,542,000 - 15,715,728"
Wanas,Master Group,North Coast,3519000,4770000,4113000.0,72,143,104.0,1,3,2025.0,https://www.propertyhub.site/properties/projects/yvzxp7olexsz9dhuktzi?page=1,3,"3,519,000 - 4,770,000"
Lora,Zaeem Holding,Badr City,1690000,4134000,3163333.333333333,65,159,121.66666666666669,1,3,2025.0,https://www.propertyhub.site/properties/projects/z5t1tqghlfnsa32pc9st?page=1,9,"1,690,000 - 4,134,000"
Zahra,Meamar Al Morshedy,North Coast,6130000,10780000,7882000.0,74,116,87.6,2,3,2025.0,https://www.propertyhub.site/properties/projects/zahra?page=1,5,"6,130,000 - 10,780,000"
LandMark,Meamar Al Morshedy,Nasr City,2528500,5640500,4035875.0,65,145,103.75,0,3,2025.0,https://www.propertyhub.site/properties/projects/zbz3objbg50uv8vmerid?page=1,8,"2,528,500 - 5,640,500"
Zed East,ORA,,9045000,33866091,20409900.524590164,59,206,126.49180327868852,0,4,2025.0,https://www.propertyhub.site/properties/projects/zed_east?page=1,61,"9,045,000 - 33,866,091"
Zed West,ORA,Sheikh Zayed City,9313000,28704000,16305029.411764706,60,197,107.70588235294116,0,3,2025.0,https://www.propertyhub.site/properties/projects/zed_west?page=1,68,"9,313,000 - 28,704,000"
Arabesque Fustat,SED,,6365000,9588000,7420163.043478261,9,156,50.08695652173913,2,3,2025.0,https://www.propertyhub.site/properties/projects/zgmlydq2z4oe45kqlm4o?page=1,92,"6,365,000 - 9,588,000"
Zizinia,Ardic,El Mostakbal City,4017000,14375000,8345000.0,103,425,246.9,1,3,2025.0,https://www.propertyhub.site/properties/projects/zizniz?page=1,10,"4,017,000 - 14,375,000"
Zoya,LMD,North Coast,11000000,200000000,58908333.333333336,66,945,308.5,1,9,2025.0,https://www.propertyhub.site/properties/projects/zoya?page=1,12,"11,000,000 - 200,000,000"
PAVIA,TAJ,Sheikh Zayed City,6658550,9447750,7752759.1,163,225,184.0,3,4,2025.0,https://www.propertyhub.site/properties/projects/zvll6hrzrjt7ax2i64b0?page=1,10,"6,658,550 - 9,447,750"
Coy,Voya,Sheikh Zayed City,2208000,4769333,3684047.5714285714,46,108,78.71428571428571,0,2,2025.0,https://www.propertyhub.site/properties/projects/zxo6f8i6ximgn9foceyg?page=1,7,"2,208,000 - 4,769,333"
